Synthesizable,material_id,formula,crystal_system,Space Group Symbol,Space Group Number,Sites,energy_above_hull,formation_energy,predicted_stable,Volume,density,band_gap,Is Gap Direct,is_metal,Magnetic Ordering,Total Magnetization,"Bulk Modulus, Voigt","Bulk Modulus, Reuss","Bulk Modulus, VRH","Shear Modulus, Voigt","Shear Modulus, Reuss","Shear Modulus, VRH",Elastic Anisotropy,Weighted Surface Energy,Surface Anisotropy,Shape Factor,Work Function,Piezoelectric Modulus,Total Dielectric Constant,Ionic Dielectric Constant,Static Dielectric Constant
True,mp-1175321,Li7Mn5O12,Triclinic,P-1,2,48,0.041633164999988,-2.128358181999521,False,440.7795358359511,3.882330901491328,0.0,False,True,FM,36.0015285,,,,,,,,,,,,,,,
True,mp-1175323,Li7Mn5O12,Triclinic,P-1,2,48,0.041676431666655,-2.128314915332855,False,441.3382099715248,3.877416398710023,0.6768000000000001,False,False,AFM,0.0013132,,,,,,,,,,,,,,,
True,mp-1175325,Li7Mn5O12,Triclinic,P-1,2,24,0.030586176458322,-2.139405170541188,False,222.19298056513,3.850823748726187,0.8407,False,False,FiM,1.999945799999999,,,,,,,,,,,,,,,
True,mp-1175326,Li7Mn5O12,Triclinic,P-1,2,48,0.040147361041655,-2.129843985957854,False,442.3619066505577,3.868443432839968,0.863799999999999,False,False,AFM,0.0003229,,,,,,,,,,,,,,,
True,mp-1175328,Li7Mn5O12,Triclinic,P-1,2,24,0.040602121458321,-2.129389225541188,False,219.69554366193591,3.8945988257143833,0.0,False,True,FM,18.0018679,,,,,,,,,,,,,,,
True,mp-1175331,Li7Mn5O12,Triclinic,P-1,2,24,0.035586320624989,-2.134405026374521,False,221.17112972145853,3.868615254794007,0.0,False,True,FM,18.0019383,,,,,,,,,,,,,,,
True,mp-1175332,Li7Mn5O12,Triclinic,P-1,2,24,0.039742459791654,-2.130248887207855,False,220.64612963355168,3.877820144778788,0.0,False,True,FM,17.999796,,,,,,,,,,,,,,,
True,mp-1175334,Li7Mn5O12,Triclinic,P-1,2,24,0.038552203958321,-2.131439143041188,False,219.53427974709905,3.897459692154363,0.0,False,True,FM,18.0005119,,,,,,,,,,,,,,,
True,mp-1175335,Li7Mn5O12,Triclinic,P-1,2,48,0.041285334999987,-2.128706011999522,False,441.0998135044916,3.87951198420421,0.6698000000000001,False,False,AFM,0.001249,,,,,,,,,,,,,,,
True,mp-1175337,Li7Mn5O12,Triclinic,P-1,2,24,0.037387440624988,-2.132603906374521,False,220.33743745235807,3.883252960793212,0.0,False,True,FM,18.0006871,,,,,,,,,,,,,,,
True,mp-1175343,Li7Mn5O12,Triclinic,P-1,2,48,0.032698413958321,-2.137292933041188,False,444.2169719262421,3.8522886806879,0.494899999999999,False,False,FiM,28.0071475,,,,,,,,,,,,,,,
