iteration,removed_index,added_index,dNN_objective,unique_profiles_objective,mean_pairwise_objective,mean_Q,worst_rule_regret,regret_budget
0,,,0.5100000000000001,17,8.333595959595959,0.8008829704308852,0.0444444444444444,0.0444444444444444
1,41,40,0.6438181818181818,17,8.46450505050505,0.7867485303391376,0.04355555555555557,0.0444444444444444
